"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","third2$VORP","Tm.y","Index","Image"
"65","Brandon Rush","SG","30","GSW","1.5","3.6","0.427","0.9","2.2","0.414","0.6","1.4","0.447","0.552","0.3","0.4","0.643","0.3","2.2","2.5","0.8","0.3","0.3","0.5","0.8","4.2","0.56","0.604","0.108","2.3","15.4","9.2","7","0.9","1.6","10.8","12.5","2016","Sharpshooters",0.2,"GSW","rushbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rushbr01.jpg"
"66","Briante Weber","PG","23","TOT","2","5.6","0.359","0","0.7","0","2","4.9","0.412","0.359","0.4","0.6","0.75","1.1","2.4","3.6","3","1.3","0.4","1.3","1.7","4.4","0.38","0.128","0.103","5.2","11.9","8.4","18.6","2.7","1.6","18.1","13.2","2016","Sharpshooters",0,"MEM","weberbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/weberbr01.jpg"
"67","Briante Weber","PG","23","TOT","2","5.6","0.359","0","0.7","0","2","4.9","0.412","0.359","0.4","0.6","0.75","1.1","2.4","3.6","3","1.3","0.4","1.3","1.7","4.4","0.38","0.128","0.103","5.2","11.9","8.4","18.6","2.7","1.6","18.1","13.2","2016","Sharpshooters",0,"MIA","weberbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/weberbr01.jpg"
"68","Briante Weber","PG","23","TOT","2","5.6","0.359","0","0.7","0","2","4.9","0.412","0.359","0.4","0.6","0.75","1.1","2.4","3.6","3","1.3","0.4","1.3","1.7","4.4","0.38","0.128","0.103","5.2","11.9","8.4","18.6","2.7","1.6","18.1","13.2","2016","Sharpshooters",0,"TOT","weberbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/weberbr01.jpg"
"69","Briante Weber","PG","23","MEM","2.2","6.3","0.342","0","0.8","0","2.2","5.5","0.394","0.342","0.5","0.7","0.75","1.3","2.7","4","3.3","1.5","0.5","1.5","1.8","4.8","0.365","0.132","0.105","5.3","11.5","8.2","17.6","2.8","1.7","18.5","13.2","2016","Sharpshooters",0,"MEM","weberbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/weberbr01.jpg"
"70","Briante Weber","PG","23","MEM","2.2","6.3","0.342","0","0.8","0","2.2","5.5","0.394","0.342","0.5","0.7","0.75","1.3","2.7","4","3.3","1.5","0.5","1.5","1.8","4.8","0.365","0.132","0.105","5.3","11.5","8.2","17.6","2.8","1.7","18.5","13.2","2016","Sharpshooters",0,"MIA","weberbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/weberbr01.jpg"
"71","Briante Weber","PG","23","MEM","2.2","6.3","0.342","0","0.8","0","2.2","5.5","0.394","0.342","0.5","0.7","0.75","1.3","2.7","4","3.3","1.5","0.5","1.5","1.8","4.8","0.365","0.132","0.105","5.3","11.5","8.2","17.6","2.8","1.7","18.5","13.2","2016","Sharpshooters",0,"TOT","weberbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/weberbr01.jpg"
"72","Brook Lopez","C","27","BRK","8.1","15.8","0.511","0","0.2","0.143","8.1","15.7","0.515","0.512","4.3","5.5","0.787","2.8","5.1","7.8","2","0.8","1.7","2.4","2.9","20.6","0.562","0.012","0.348","9.2","17.2","13.1","10.8","1.2","4.1","11.6","27.3","2016","Big Men",2.1,"BRK","lopezbr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lopezbr01.jpg"
"73","Bryce Dejean-Jones","SG","23","NOP","2","4.9","0.406","0.9","2.3","0.375","1.1","2.6","0.432","0.493","0.8","1.5","0.524","0.6","2.9","3.4","1.1","0.7","0.1","0.8","1.2","5.6","0.505","0.464","0.304","3.1","16.5","9.5","7.7","1.8","0.6","12.3","14.1","2016","Sharpshooters",0,"NOP","dejeabr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/dejeabr01.jpg"
"74","C.J. Miles","SF","28","IND","4","9.9","0.409","2.2","6","0.367","1.8","3.9","0.474","0.521","1.5","1.9","0.75","0.4","2.3","2.7","1","0.8","0.5","1.1","2.2","11.8","0.547","0.61","0.196","1.9","11.1","6.5","7","1.8","1.6","9.2","22.8","2016","Wing Scorers",0.7,"IND","milescj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/milescj01.jpg"
"75","C.J. Watson","PG","31","ORL","1.4","4.2","0.343","0.4","1.5","0.292","1","2.7","0.371","0.394","1","1.2","0.872","0.3","1.7","2","2.7","0.6","0.2","0.8","1.5","4.3","0.461","0.35","0.285","1.7","9.6","5.6","18.1","1.4","0.6","14","12.1","2016","Sharpshooters",-0.2,"ORL","watsocj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/watsocj01.jpg"
"76","Cameron Payne","PG","21","OKC","2","4.9","0.41","0.6","1.9","0.324","1.4","2.9","0.467","0.475","0.3","0.4","0.792","0.2","1.3","1.5","1.9","0.6","0.1","0.8","1.4","5","0.49","0.399","0.086","1.5","11.2","6.6","22.5","2.6","0.7","13.2","20.3","2016","Sharpshooters",0.1,"OKC","payneca01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/payneca01.jpg"
"77","Carl Landry","PF","32","PHI","3.9","6.9","0.556","0.2","0.4","0.462","3.7","6.6","0.561","0.568","1.9","2.5","0.736","1.4","2.7","4.1","0.9","0.3","0.3","0.6","1.9","9.8","0.605","0.052","0.364","9.1","19.2","14","11.1","1","1.2","7.1","24","2016","Bruiser Big Men",0.2,"PHI","landrca01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/landrca01.jpg"
"78","Carmelo Anthony","SF","31","NYK","7.9","18.2","0.434","1.5","4.3","0.339","6.4","13.8","0.463","0.474","4.6","5.6","0.829","1.4","6.4","7.7","4.2","0.9","0.5","2.4","2.5","21.8","0.53","0.237","0.308","4.3","19.5","12","21.9","1.3","1.1","10.6","29.7","2016","Ball Handlers",2.9,"NYK","anthoca01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anthoca01.jpg"
"79","Chandler Parsons","SF","27","DAL","5.2","10.7","0.492","1.7","4.1","0.414","3.5","6.6","0.54","0.571","1.5","2.2","0.684","0.5","4.2","4.7","2.8","0.8","0.3","1.6","1.9","13.7","0.589","0.386","0.209","1.8","15.6","8.7","16","1.3","1","11.8","20.5","2016","Wing Scorers",1.8,"DAL","parsoch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/parsoch01.jpg"
"80","Channing Frye","PF-C","32","TOT","2.2","5","0.438","1.3","3.4","0.387","0.9","1.6","0.545","0.569","0.4","0.5","0.857","0.5","2.8","3.3","1","0.4","0.4","0.6","1.8","6.1","0.586","0.677","0.101","3.2","18.6","10.9","8.7","1.2","1.9","10.6","15.1","2016","Sharpshooters",0.7,"TOT","fryech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fryech01.jpg"
"81","Channing Frye","PF-C","32","TOT","2.2","5","0.438","1.3","3.4","0.387","0.9","1.6","0.545","0.569","0.4","0.5","0.857","0.5","2.8","3.3","1","0.4","0.4","0.6","1.8","6.1","0.586","0.677","0.101","3.2","18.6","10.9","8.7","1.2","1.9","10.6","15.1","2016","Sharpshooters",0.7,"ORL","fryech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fryech01.jpg"
"82","Channing Frye","PF-C","32","TOT","2.2","5","0.438","1.3","3.4","0.387","0.9","1.6","0.545","0.569","0.4","0.5","0.857","0.5","2.8","3.3","1","0.4","0.4","0.6","1.8","6.1","0.586","0.677","0.101","3.2","18.6","10.9","8.7","1.2","1.9","10.6","15.1","2016","Sharpshooters",0.7,"CLE","fryech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fryech01.jpg"
"83","Channing Frye","PF","32","ORL","1.8","4.2","0.435","1.1","2.8","0.397","0.8","1.5","0.508","0.565","0.4","0.5","0.905","0.5","2.7","3.2","1","0.5","0.5","0.7","1.6","5.2","0.586","0.651","0.113","3.3","17.6","10.4","8.4","1.4","2.2","13.3","13.2","2016","Sharpshooters",0.4,"TOT","fryech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fryech01.jpg"
"84","Channing Frye","PF","32","ORL","1.8","4.2","0.435","1.1","2.8","0.397","0.8","1.5","0.508","0.565","0.4","0.5","0.905","0.5","2.7","3.2","1","0.5","0.5","0.7","1.6","5.2","0.586","0.651","0.113","3.3","17.6","10.4","8.4","1.4","2.2","13.3","13.2","2016","Sharpshooters",0.4,"ORL","fryech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fryech01.jpg"
"85","Channing Frye","PF","32","ORL","1.8","4.2","0.435","1.1","2.8","0.397","0.8","1.5","0.508","0.565","0.4","0.5","0.905","0.5","2.7","3.2","1","0.5","0.5","0.7","1.6","5.2","0.586","0.651","0.113","3.3","17.6","10.4","8.4","1.4","2.2","13.3","13.2","2016","Sharpshooters",0.4,"CLE","fryech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fryech01.jpg"
"86","Channing Frye","C","32","CLE","2.7","6.2","0.441","1.7","4.4","0.377","1.1","1.8","0.596","0.575","0.4","0.5","0.786","0.5","3.1","3.6","1","0.3","0.3","0.5","2.2","7.5","0.586","0.708","0.087","3.1","20.4","11.8","9.1","0.9","1.5","7.2","18.3","2016","Wing Scorers",0.3,"TOT","fryech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fryech01.jpg"
"87","Channing Frye","C","32","CLE","2.7","6.2","0.441","1.7","4.4","0.377","1.1","1.8","0.596","0.575","0.4","0.5","0.786","0.5","3.1","3.6","1","0.3","0.3","0.5","2.2","7.5","0.586","0.708","0.087","3.1","20.4","11.8","9.1","0.9","1.5","7.2","18.3","2016","Wing Scorers",0.3,"ORL","fryech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fryech01.jpg"
"88","Channing Frye","C","32","CLE","2.7","6.2","0.441","1.7","4.4","0.377","1.1","1.8","0.596","0.575","0.4","0.5","0.786","0.5","3.1","3.6","1","0.3","0.3","0.5","2.2","7.5","0.586","0.708","0.087","3.1","20.4","11.8","9.1","0.9","1.5","7.2","18.3","2016","Wing Scorers",0.3,"CLE","fryech01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fryech01.jpg"
"89","Chase Budinger","SF","27","TOT","1.6","3.6","0.435","0.4","1.3","0.279","1.2","2.3","0.523","0.485","0.6","0.8","0.696","0.7","1.6","2.3","1","0.5","0.2","0.7","0.9","4.1","0.514","0.36","0.234","5","12.6","8.8","10.2","1.7","0.9","14.3","14.5","2016","Sharpshooters",0.1,"TOT","budinch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/budinch01.jpg"
"90","Chase Budinger","SF","27","TOT","1.6","3.6","0.435","0.4","1.3","0.279","1.2","2.3","0.523","0.485","0.6","0.8","0.696","0.7","1.6","2.3","1","0.5","0.2","0.7","0.9","4.1","0.514","0.36","0.234","5","12.6","8.8","10.2","1.7","0.9","14.3","14.5","2016","Sharpshooters",0.1,"IND","budinch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/budinch01.jpg"
"91","Chase Budinger","SF","27","TOT","1.6","3.6","0.435","0.4","1.3","0.279","1.2","2.3","0.523","0.485","0.6","0.8","0.696","0.7","1.6","2.3","1","0.5","0.2","0.7","0.9","4.1","0.514","0.36","0.234","5","12.6","8.8","10.2","1.7","0.9","14.3","14.5","2016","Sharpshooters",0.1,"PHO","budinch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/budinch01.jpg"
"92","Chase Budinger","SF","27","IND","1.7","4","0.418","0.4","1.4","0.29","1.2","2.6","0.488","0.469","0.7","1","0.708","0.6","1.8","2.5","1","0.6","0.2","0.6","0.9","4.4","0.502","0.356","0.247","4.7","13.4","9.1","9.9","2","1","12.6","14.9","2016","Sharpshooters",0.1,"TOT","budinch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/budinch01.jpg"
"93","Chase Budinger","SF","27","IND","1.7","4","0.418","0.4","1.4","0.29","1.2","2.6","0.488","0.469","0.7","1","0.708","0.6","1.8","2.5","1","0.6","0.2","0.6","0.9","4.4","0.502","0.356","0.247","4.7","13.4","9.1","9.9","2","1","12.6","14.9","2016","Sharpshooters",0.1,"IND","budinch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/budinch01.jpg"
"94","Chase Budinger","SF","27","IND","1.7","4","0.418","0.4","1.4","0.29","1.2","2.6","0.488","0.469","0.7","1","0.708","0.6","1.8","2.5","1","0.6","0.2","0.6","0.9","4.4","0.502","0.356","0.247","4.7","13.4","9.1","9.9","2","1","12.6","14.9","2016","Sharpshooters",0.1,"PHO","budinch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/budinch01.jpg"
"95","Chris Andersen","C","37","TOT","1.4","2.7","0.528","0.1","0.5","0.286","1.3","2.1","0.586","0.556","0.9","1.3","0.694","1.3","2.3","3.6","0.4","0.6","0.5","0.3","1.1","3.9","0.598","0.194","0.5","9.9","18.2","13.9","4.4","1.9","2.9","9.3","10.8","2016","Bruiser Big Men",0.3,"MIA","anderch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderch01.jpg"
"96","Chris Andersen","C","37","TOT","1.4","2.7","0.528","0.1","0.5","0.286","1.3","2.1","0.586","0.556","0.9","1.3","0.694","1.3","2.3","3.6","0.4","0.6","0.5","0.3","1.1","3.9","0.598","0.194","0.5","9.9","18.2","13.9","4.4","1.9","2.9","9.3","10.8","2016","Bruiser Big Men",0.3,"TOT","anderch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderch01.jpg"
"97","Chris Andersen","C","37","TOT","1.4","2.7","0.528","0.1","0.5","0.286","1.3","2.1","0.586","0.556","0.9","1.3","0.694","1.3","2.3","3.6","0.4","0.6","0.5","0.3","1.1","3.9","0.598","0.194","0.5","9.9","18.2","13.9","4.4","1.9","2.9","9.3","10.8","2016","Bruiser Big Men",0.3,"MEM","anderch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderch01.jpg"
"98","Chris Andersen","C","37","MEM","1.7","3.1","0.548","0.1","0.5","0.222","1.6","2.7","0.604","0.565","1.1","1.6","0.688","1.7","2.8","4.5","0.5","0.7","0.5","0.4","1.3","4.6","0.605","0.145","0.516","9.9","18.2","13.9","3.7","2","2.5","8.4","10.2","2016","Bruiser Big Men",0.2,"MIA","anderch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderch01.jpg"
"99","Chris Andersen","C","37","MEM","1.7","3.1","0.548","0.1","0.5","0.222","1.6","2.7","0.604","0.565","1.1","1.6","0.688","1.7","2.8","4.5","0.5","0.7","0.5","0.4","1.3","4.6","0.605","0.145","0.516","9.9","18.2","13.9","3.7","2","2.5","8.4","10.2","2016","Bruiser Big Men",0.2,"TOT","anderch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderch01.jpg"
"100","Chris Andersen","C","37","MEM","1.7","3.1","0.548","0.1","0.5","0.222","1.6","2.7","0.604","0.565","1.1","1.6","0.688","1.7","2.8","4.5","0.5","0.7","0.5","0.4","1.3","4.6","0.605","0.145","0.516","9.9","18.2","13.9","3.7","2","2.5","8.4","10.2","2016","Bruiser Big Men",0.2,"MEM","anderch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderch01.jpg"
"101","Chris Bosh","PF","31","MIA","6.8","14.5","0.467","1.5","4.2","0.365","5.2","10.3","0.508","0.52","4","5.1","0.795","0.9","6.5","7.4","2.4","0.7","0.6","1.5","1.9","19.1","0.571","0.289","0.349","3.2","21.1","12.4","12.1","1","1.5","8.1","24.7","2016","Ball Handlers",1.8,"MIA","boshch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/boshch01.jpg"
"102","Chris Johnson","SF","25","UTA","1","2.8","0.371","0.4","1.4","0.273","0.6","1.4","0.474","0.441","0.5","0.6","0.81","0.4","1.5","1.9","0.6","0.5","0.3","0.6","1.4","2.9","0.482","0.51","0.216","3.7","14.3","9","8","2","2","15.8","13.6","2016","Sharpshooters",0.1,"UTA","johnsch04","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsch04.jpg"
"103","Chris McCullough","PF","20","BRK","1.8","4.5","0.404","0.5","1.4","0.382","1.3","3.1","0.413","0.463","0.5","1","0.478","1","1.8","2.8","0.4","1.2","0.5","0.6","1.6","4.7","0.47","0.312","0.211","7.6","13.6","10.5","3.7","3.9","2.7","11.2","16.5","2016","Sharpshooters",0.1,"BRK","mcculch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mcculch01.jpg"
"104","Chris Paul","PG","30","LAC","7","15.1","0.462","1.6","4.4","0.371","5.3","10.6","0.501","0.517","4","4.4","0.896","0.5","3.7","4.2","10","2.1","0.2","2.6","2.5","19.5","0.575","0.295","0.294","1.8","12","7","52.7","3.1","0.4","13.4","27.1","2016","Ball Handlers",6,"LAC","paulch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/paulch01.jpg"
"105","Chuck Hayes","C","32","HOU","0.5","1","0.5","0","0","0","0.5","1","0.5","0.5","1","1","1","0","4","4","1","0","0","1.5","3","2","0.694","0","1","0","37","18.4","11.3","0","0","51","10.5","2016","Bruiser Big Men",0,"HOU","hayesch01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hayesch01.jpg"
"106","CJ McCollum","SG","24","POR","8","17.9","0.448","2.5","5.9","0.417","5.6","12","0.463","0.517","2.3","2.8","0.827","0.6","2.7","3.2","4.3","1.2","0.3","2.5","2.3","20.8","0.544","0.33","0.158","1.8","8.3","5","21.6","1.7","0.6","11.4","27.1","2016","Ball Handlers",1.7,"POR","mccolcj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mccolcj01.jpg"
"107","Clint Capela","C","21","HOU","3","5.2","0.582","0","0","0","3","5.1","0.583","0.582","1","2.7","0.379","2.5","3.9","6.4","0.6","0.8","1.2","0.8","2.5","7","0.553","0.003","0.531","14.4","22.7","18.5","5.1","2","5.2","10.9","16.1","2016","Bruiser Big Men",0.9,"HOU","capelca01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/capelca01.jpg"
"108","Cody Zeller","C","23","CHO","3.2","6","0.529","0","0.1","0.1","3.2","5.8","0.539","0.53","2.4","3.2","0.754","1.9","4.3","6.2","1","0.8","0.9","0.9","2.8","8.7","0.592","0.023","0.531","8.4","19.7","14","6.3","1.6","2.9","11.2","15.4","2016","Bruiser Big Men",1.3,"CHO","zelleco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/zelleco01.jpg"
"109","Cole Aldrich","C","27","LAC","2.2","3.8","0.596","0","0","0","2.2","3.8","0.596","0.596","1","1.4","0.714","1.4","3.4","4.8","0.8","0.8","1.1","1.1","2.3","5.5","0.626","0","0.373","11.9","27.1","19.6","10","2.9","6.7","19.6","18.4","2016","Bruiser Big Men",1.4,"LAC","aldrico01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/aldrico01.jpg"
"110","Corey Brewer","SF","29","HOU","2.6","6.7","0.384","0.7","2.7","0.272","1.8","4","0.46","0.439","1.3","1.7","0.75","0.5","1.9","2.4","1.3","1","0.2","1","2","7.2","0.481","0.406","0.254","2.8","10.4","6.6","10","2.5","0.9","11.3","17.8","2016","Sharpshooters",-0.5,"HOU","breweco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/breweco01.jpg"
"111","Cory Joseph","SG","24","TOR","3.2","7.3","0.439","0.4","1.4","0.273","2.8","5.9","0.478","0.465","1.7","2.2","0.764","0.5","2.1","2.6","3.1","0.8","0.3","1.3","1.6","8.5","0.512","0.188","0.297","2.2","9.4","5.9","19.3","1.6","0.8","13.4","17","2016","Sharpshooters",0.5,"TOR","josepco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/josepco01.jpg"
"112","Courtney Lee","SG","30","TOT","3.7","8.1","0.454","1","2.7","0.378","2.6","5.3","0.493","0.518","1.3","1.5","0.839","0.4","2.2","2.6","1.7","1.1","0.4","0.9","1.7","9.6","0.551","0.34","0.185","1.4","8.7","4.9","9.1","1.9","1.1","9.4","14.7","2016","Wing Scorers",0.9,"TOT","leeco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/leeco01.jpg"
"113","Courtney Lee","SG","30","TOT","3.7","8.1","0.454","1","2.7","0.378","2.6","5.3","0.493","0.518","1.3","1.5","0.839","0.4","2.2","2.6","1.7","1.1","0.4","0.9","1.7","9.6","0.551","0.34","0.185","1.4","8.7","4.9","9.1","1.9","1.1","9.4","14.7","2016","Wing Scorers",0.9,"CHO","leeco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/leeco01.jpg"
"114","Courtney Lee","SG","30","TOT","3.7","8.1","0.454","1","2.7","0.378","2.6","5.3","0.493","0.518","1.3","1.5","0.839","0.4","2.2","2.6","1.7","1.1","0.4","0.9","1.7","9.6","0.551","0.34","0.185","1.4","8.7","4.9","9.1","1.9","1.1","9.4","14.7","2016","Wing Scorers",0.9,"MEM","leeco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/leeco01.jpg"
"115","Courtney Lee","SG","30","MEM","3.8","8.2","0.458","1","2.7","0.37","2.8","5.5","0.502","0.519","1.5","1.8","0.826","0.4","1.9","2.3","1.5","1","0.3","1","1.5","10","0.556","0.329","0.22","1.4","7.9","4.5","8.1","1.8","1","9.6","15.3","2016","Wing Scorers",0.4,"TOT","leeco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/leeco01.jpg"
"116","Courtney Lee","SG","30","MEM","3.8","8.2","0.458","1","2.7","0.37","2.8","5.5","0.502","0.519","1.5","1.8","0.826","0.4","1.9","2.3","1.5","1","0.3","1","1.5","10","0.556","0.329","0.22","1.4","7.9","4.5","8.1","1.8","1","9.6","15.3","2016","Wing Scorers",0.4,"CHO","leeco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/leeco01.jpg"
"117","Courtney Lee","SG","30","MEM","3.8","8.2","0.458","1","2.7","0.37","2.8","5.5","0.502","0.519","1.5","1.8","0.826","0.4","1.9","2.3","1.5","1","0.3","1","1.5","10","0.556","0.329","0.22","1.4","7.9","4.5","8.1","1.8","1","9.6","15.3","2016","Wing Scorers",0.4,"MEM","leeco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/leeco01.jpg"
"118","Courtney Lee","SG","30","CHO","3.5","7.9","0.445","1.1","2.8","0.392","2.4","5","0.475","0.516","0.8","0.9","0.885","0.4","2.8","3.1","2.1","1.2","0.4","0.8","2","8.9","0.54","0.359","0.118","1.3","10.1","5.6","10.9","2","1.2","9","13.6","2016","Wing Scorers",0.5,"TOT","leeco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/leeco01.jpg"
"119","Courtney Lee","SG","30","CHO","3.5","7.9","0.445","1.1","2.8","0.392","2.4","5","0.475","0.516","0.8","0.9","0.885","0.4","2.8","3.1","2.1","1.2","0.4","0.8","2","8.9","0.54","0.359","0.118","1.3","10.1","5.6","10.9","2","1.2","9","13.6","2016","Wing Scorers",0.5,"CHO","leeco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/leeco01.jpg"
"120","Courtney Lee","SG","30","CHO","3.5","7.9","0.445","1.1","2.8","0.392","2.4","5","0.475","0.516","0.8","0.9","0.885","0.4","2.8","3.1","2.1","1.2","0.4","0.8","2","8.9","0.54","0.359","0.118","1.3","10.1","5.6","10.9","2","1.2","9","13.6","2016","Wing Scorers",0.5,"MEM","leeco01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/leeco01.jpg"
